log_location,booked_location,log_plate_no,booked_plate_no,gps_received,arrival,trip_number,group_names,time_difference,duration
PH DC Calamba MMC - Source,NA,WAQ698,NA,2021-01-05T06:44:16Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8070 BCFG Calamba,NA,BYM8503,NA,2021-01-05T06:44:26Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8174 BCFG DC Pinagbuhatan,NA,ACK 1581,NA,2021-01-05T06:44:28Z,NA,NA,"DHL,Upright Carrier",NA,NA
8110 BCFG Cavite,8110 BCFG Cavite,AAQ 8501,AAQ 8501,2021-01-05T06:44:29Z,2021-01-04T15:56:17Z,7300244148,"DHL,Kwinber Trucking",14H 48M 12S,53292s (~14.8 hours)
PH Batino Grocery - Destination,NA,WAQ698,NA,2021-01-05T06:45:38Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PH Batino Grocery - Source,NA,WAQ698,NA,2021-01-05T06:45:38Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
PUREGOLD PRICE CLUB - VISAYAS AVE.,NA,WDK 654,NA,2021-01-05T06:46:07Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
SANFORD MARKETING - VISAYAS,NA,WDK 654,NA,2021-01-05T06:46:09Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
PH DC Calamba MMC - Source,NA,WAQ698,NA,2021-01-05T06:46:22Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8060 BCFG Tarlac,NA,CAR 1301,NA,2021-01-05T06:46:52Z,NA,NA,"DHL,Van Van Trucking and Construction Supply",NA,NA
PUREGOLD PRICE CLUB - LANGGAM,NA,NAU 1564,NA,2021-01-05T06:46:59Z,NA,NA,"DHL,Bulldog Trucking Service",NA,NA
8180 BCFG San Pedro 2,NA,NAG 4138,NA,2021-01-05T06:47:20Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
BES SERV LOGISTICS CORP.,BES SERV LOGISTICS CORP.,NBB3541,NBB3541,2021-01-05T06:47:24Z,2020-12-28T09:00:00Z,7300244305,"DHL,BES Serv Logistics Corp",7d 21H 47M 24S,683244s (~1.13 weeks)
8080 BCFG Canlubang,8080 BCFG Canlubang,WQW260,WQW260,2021-01-05T06:48:11Z,2021-01-05T06:30:21Z,7300246068,"DHL,Gods Favor",17M 50S,1070s (~17.83 minutes)
LAOAG SOLID 8 - LAOAG,NA,AWA 896,NA,2021-01-05T06:48:26Z,NA,NA,"DHL,Axle Freight Services",NA,NA
8420 South Mega DC,8420 South Mega DC,CAZ 3139,CAZ 3139,2021-01-05T06:48:52Z,2021-01-05T06:48:47Z,7300243975,"DHL,Boyemma Trading",5S,5s
SUY SING COMMERCIAL-MEYCAUAYAN BUL.,NA,NAU 3065,NA,2021-01-05T06:49:02Z,NA,NA,"DHL,Upright Carrier",NA,NA
SUY SING COMMERCIAL-MEYCAUAYAN BUL.,NA,ABA4337,NA,2021-01-05T06:49:25Z,NA,NA,"DHL,Upright Carrier",NA,NA
8330 BCFG GMA MEGA DC,NA,NCW6150,NA,2021-01-05T06:50:21Z,NA,NA,"DHL,IMFG Trucking Services",NA,NA
8160 BCFG Binan,NA,NLQ 761,NA,2021-01-05T06:51:18Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
"FISHER RETAIL, INC. - QUEZON AVE.",NA,WJK 489,NA,2021-01-05T06:51:26Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
"FISHER RETAIL, INC. - QUEZON AVE.",NA,UHP423,NA,2021-01-05T06:51:29Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
PUREGOLD PRICE CLUB - BALER,NA,CAN3370,NA,2021-01-05T06:52:42Z,NA,NA,"DHL,M.G. Salvador Jr Trucking",NA,NA
WALTERMART SUPERMARKET - STA. ROSA,NA,B6K298,NA,2021-01-05T06:52:49Z,NA,NA,"DHL,Bulldog Trucking Service",NA,NA
8100 BCFG San Pedro,NA,JAG 7990,NA,2021-01-05T06:53:11Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
PUREGOLD PRICE CLUB - SAN MIGUEL,NA,WTD 472,NA,2021-01-05T06:53:59Z,NA,NA,"DHL,RRL Trading",NA,NA
8420 South Mega DC,8420 South Mega DC,NCK 8005,NCK 8005,2021-01-05T06:54:11Z,2020-12-26T04:23:00Z,7300232058,"DHL,M.P. Kagaoan Ent. Inc.",10d 2H 31M 11S,873071s (~1.44 weeks)
8420 South Mega DC,8420 South Mega DC,NCK 8005,NCK 8005,2021-01-05T06:54:11Z,2020-12-29T08:45:00Z,7300235547,"DHL,M.P. Kagaoan Ent. Inc.",6d 22H 9M 11S,598151s (~6.92 days)
PH Portion Fillers 2 - Source,NA,RKJ977,NA,2021-01-05T06:54:18Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8420 South Mega DC,NA,UYC 164,NA,2021-01-05T06:54:37Z,NA,NA,"DHL,M.P. Kagaoan Ent. Inc.",NA,NA
Pure Logistics Express Inc.,NA,UVM340,NA,2021-01-05T06:54:55Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
SUY SING COMMERCIAL-MEYCAUAYAN BUL.,NA,AAT 4719,NA,2021-01-05T06:56:34Z,NA,NA,"DHL,Grupo Marilen, Inc.",NA,NA
ULTRA MEGA MULTI SALES - STO. TOMAS,NA,ABB5231,NA,2021-01-05T06:56:38Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - V. MAPA,NA,CAY 8454,NA,2021-01-05T06:57:19Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T06:57:40Z,2020-12-22T02:00:00Z,7300228344,"DHL,Boyemma Trading",14d 4H 57M 40S,1227460s (~2.03 weeks)
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T06:57:40Z,2020-12-30T02:00:00Z,7300241983,"DHL,Boyemma Trading",6d 4H 57M 40S,536260s (~6.21 days)
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T06:57:40Z,2020-12-30T02:00:00Z,7300241985,"DHL,Boyemma Trading",6d 4H 57M 40S,536260s (~6.21 days)
8050 BCFG Pampanga,NA,ABJ9350,NA,2021-01-05T06:58:25Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
8410 North Mega DC,NA,ABJ9350,NA,2021-01-05T06:58:25Z,NA,NA,"DHL,Gtycoon Logistics Corporation,Nestle",NA,NA
ULTRA MEGA MULTI SALES - STO. TOMAS,NA,ABB5231,NA,2021-01-05T06:58:52Z,NA,NA,"DHL,Gods Favor",NA,NA
PUREGOLD PRICE CLUB - VISAYAS AVE.,NA,WDK 654,NA,2021-01-05T06:59:11Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
SANFORD MARKETING - VISAYAS,NA,WDK 654,NA,2021-01-05T06:59:11Z,NA,NA,"DHL,JT Mendoza Trucking",NA,NA
PUREGOLD PRICE CLUB - V. MAPA,NA,CAY 8454,NA,2021-01-05T06:59:32Z,NA,NA,"DHL,Express 23 Trucking",NA,NA
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AVA 3481,AVA 3481,2021-01-05T06:59:42Z,2020-12-27T23:01:00Z,7300238588,"DHL,Upright Carrier",8d 7H 58M 42S,719922s (~1.19 weeks)
8330 BCFG GMA MEGA DC,8330 BCFG GMA MEGA DC,AVA 3481,AVA 3481,2021-01-05T06:59:42Z,2020-12-30T07:30:22Z,7300241652,"DHL,Upright Carrier",5d 23H 29M 20S,516560s (~5.98 days)
8060 BCFG Tarlac,NA,AMA 2903,NA,2021-01-05T07:00:25Z,NA,NA,"DHL,DMaya One Logistics",NA,NA
8020 BCFG MCD,NA,WIV194,NA,2021-01-05T07:01:27Z,NA,NA,"DHL,Gods Favor",NA,NA
SANFORD MARKETING - MAMBUGAN,NA,NAU 3060,NA,2021-01-05T07:01:34Z,NA,NA,"DHL,Upright Carrier",NA,NA
PUREGOLD PRICE CLUB - ORTIGAS EXT P,NA,NAU 3060,NA,2021-01-05T07:01:35Z,NA,NA,"DHL,Upright Carrier,DHL,Upright Carrier,DHL,Upright Carrier",NA,NA
PUREGOLD PRICE CLUB - ORTIGAS EXT P,NA,NAU 3060,NA,2021-01-05T07:01:35Z,NA,NA,"DHL,Upright Carrier,DHL,Upright Carrier,DHL,Upright Carrier",NA,NA
SANFORD MARKETING - MAMBUGAN,NA,NAU 3060,NA,2021-01-05T07:01:35Z,NA,NA,"DHL,Upright Carrier,DHL,Upright Carrier,DHL,Upright Carrier",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,ALA 7678,ALA 7678,2021-01-05T07:02:06Z,2021-01-08T23:01:00Z,7300244156,"DHL,DHL,DMaya One Logistics",-3d -15H -58M -54S,-316734s (~-3.67 days)
8070 BCFG Calamba,8070 BCFG Calamba,ALA 7678,ALA 7678,2021-01-05T07:02:06Z,2021-01-04T16:07:09Z,7300244592,"DHL,DHL,DMaya One Logistics",14H 54M 57S,53697s (~14.92 hours)
8070 BCFG Calamba,8070 BCFG Calamba,CAZ 3009,CAZ 3009,2021-01-05T07:02:16Z,2021-01-05T06:59:43Z,7300244909,"DHL,Boyemma Trading",2M 33S,153s (~2.55 minutes)
8420 South Mega DC,8420 South Mega DC,ABK8200,ABK8200,2021-01-05T07:02:33Z,2020-12-18T09:00:00Z,7300245191,"DHL,Gods Favor",17d 22H 2M 33S,1548153s (~2.56 weeks)
8020 BCFG MCD,8020 BCFG MCD,NAW4816,NAW4816,2021-01-05T07:03:09Z,2021-01-05T04:05:49Z,7300244866,"DHL,Gods Favor",2H 57M 20S,10640s (~2.96 hours)
PUREGOLD PRICE CLUB - TANGOS BALIUA,NA,ABJ 9335,NA,2021-01-05T07:04:15Z,NA,NA,"DHL,Xtian & Xtine Enterprises",NA,NA
PUREGOLD PRICE CLUB - BALIWAG,NA,ABJ 9335,NA,2021-01-05T07:04:15Z,NA,NA,"DHL,Xtian & Xtine Enterprises",NA,NA
PUREGOLD PRICE CLUB - CAPAS,NA,UTU 312,NA,2021-01-05T07:06:40Z,NA,NA,"DHL,RRL Trading",NA,NA
8420 South Mega DC,NA,ACJ9509,NA,2021-01-05T07:06:59Z,NA,NA,"ACJ Movers Trucking,DHL",NA,NA
NA,NA,AAT 2336,NA,2021-01-05T07:07:50Z,NA,NA,"DHL,Boyemma Trading",NA,NA
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T07:07:50Z,2020-12-22T02:00:00Z,7300228344,"DHL,Boyemma Trading",14d 5H 7M 50S,1228070s (~2.03 weeks)
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T07:07:50Z,2020-12-30T02:00:00Z,7300241983,"DHL,Boyemma Trading",6d 5H 7M 50S,536870s (~6.21 days)
8070 BCFG Calamba,8070 BCFG Calamba,AAT 2336,AAT 2336,2021-01-05T07:07:50Z,2020-12-30T02:00:00Z,7300241985,"DHL,Boyemma Trading",6d 5H 7M 50S,536870s (~6.21 days)
PUREGOLD PRICE CLUB - GEN. TRIAS,NA,RJV 595,NA,2021-01-05T07:08:15Z,NA,NA,"DHL,Kwinber Trucking",NA,NA
8080 BCFG Canlubang,NA,RJA 154,NA,2021-01-08T00:30:29Z,NA,NA,"DHL,Goldmaine Logistics Service",NA,NA
PUREGOLD PRICE CLUB - CABUYAO,NA,RJA 154,NA,2021-01-08T00:50:29Z,NA,NA,"DHL,Goldmaine Logistics Service,DHL,Goldmaine Logistics Service",NA,NA
PUREGOLD PRICE CLUB - CABUYAO,NA,RJA 154,NA,2021-01-08T00:50:29Z,NA,NA,"DHL,Goldmaine Logistics Service,DHL,Goldmaine Logistics Service",NA,NA
NA,8420 South Mega DC,NA,CAE 2193,NA,2020-12-21T07:02:00Z,7300217648,NA,NA,NA
NA,SANFORD MARKETING - PILI,NA,CAE 2193,NA,2020-12-21T09:00:00Z,7300217648,NA,NA,NA
NA,SANFORD MARKETING - PILI CAMSUR DEP,NA,CAE 2193,NA,2020-12-21T09:00:00Z,7300217648,NA,NA,NA
NA,SUPERVALUE - PILI CAMSUR DEPOT,NA,CAE 2193,NA,2020-12-21T09:00:00Z,7300217648,NA,NA,NA
NA,SUPER GROCERS INC. - ROSARIO,NA,TIF 725,NA,2021-01-04T09:00:00Z,7300242510,NA,NA,NA
NA,SUPER GROCERS INC. - MAYBUNGA,NA,TIF 725,NA,2021-01-04T09:00:00Z,7300242510,NA,NA,NA
NA,SUPER GROCERS INC.- TAYTAY 2,NA,NBB3541,NA,2021-01-04T09:00:00Z,7300244305,NA,NA,NA
NA,8420 South Mega DC,NA,DUMMY E,NA,2020-12-07T08:05:00Z,7300174730,NA,NA,NA
NA,SUPER SM - DAET,NA,DUMMY E,NA,2020-12-07T09:00:00Z,7300174730,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 2193,NA,2020-12-28T04:16:00Z,7300234950,NA,NA,NA
NA,SUPERVALUE - BANLIC DEPOT,NA,CAE 2193,NA,2020-12-28T09:00:00Z,7300234950,NA,NA,NA
NA,8420 South Mega DC,NA,CAY9022,NA,2020-12-28T04:32:00Z,7300234960,NA,NA,NA
NA,SUPERVALUE - LUCENA,NA,CAY9022,NA,2020-12-28T09:00:00Z,7300234960,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 2193,NA,2020-12-29T00:45:00Z,7300236990,NA,NA,NA
NA,SANFORD MARKETING - BATANGAS DEPOT,NA,CAE 2193,NA,2020-12-29T09:00:00Z,7300236990,NA,NA,NA
NA,DMAYA PLUS ENTERPRISES-BAYOMBONG,NA,BVU 114,NA,2020-12-24T09:00:00Z,7300239909,NA,NA,NA
NA,PEOPLE'S DIST. SYSTEM CORP.-DAET,NA,DUMMY E,NA,2020-12-19T09:00:00Z,7300239950,NA,NA,NA
NA,8420 South Mega DC,NA,DUMMY E,NA,2021-01-04T06:49:00Z,7300239950,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ6103,NA,2021-01-04T06:56:00Z,7300239951,NA,NA,NA
NA,SUPERVALUE - NAGA,NA,CBJ6103,NA,2021-01-04T09:00:00Z,7300239951,NA,NA,NA
NA,KIMBERLIN ENTERPRISES - UGAC,NA,CAN6139,NA,2020-12-25T09:00:00Z,7300240018,NA,NA,NA
NA,OCAMPO'S MARKETING INC.-SAN MIGUEL,NA,CXU642,NA,2020-12-19T09:00:00Z,7300240577,NA,NA,NA
NA,OCAMPO'S MARKETING INC.-SAN AGUSTIN,NA,CXU642,NA,2020-12-21T09:00:00Z,7300240577,NA,NA,NA
NA,UNI-MEC SUPERMART - MAKATI,NA,NOK 242,NA,2021-01-02T09:00:00Z,7300241942,NA,NA,NA
NA,OCAMPO'S MARKETING INC.-SAN AGUSTIN,NA,RJC144,NA,2020-12-09T09:00:00Z,7300241960,NA,NA,NA
NA,OCAMPO'S MARKETING INC.-SAN MIGUEL,NA,RJC144,NA,2020-12-19T09:00:00Z,7300241960,NA,NA,NA
NA,8174 BCFG DC Pinagbuhatan,NA,AAT3953,NA,2020-12-30T12:06:00Z,7300242126,NA,NA,NA
NA,WALTERMART SUPERMARKET - PASAY,NA,AAT3953,NA,2021-01-02T09:00:00Z,7300242126,NA,NA,NA
NA,SUPER GROCERS INC. - KAUNLARAN,NA,RMH 688,NA,2021-01-04T09:00:00Z,7300242508,NA,NA,NA
NA,8350 ELISCO EXPORT,NA,RES798,NA,2020-12-16T09:00:00Z,7300244158,NA,NA,NA
NA,8070 BCFG Calamba,NA,RES798,NA,2021-01-08T23:01:00Z,7300244158,NA,NA,NA
NA,LAOAG SOLID 8 - BANTAY,NA,CAA3119,NA,2020-12-19T09:00:00Z,7300244788,NA,NA,NA
NA,LAOAG SOLID 8 - CANDON,NA,CAA3119,NA,2020-12-23T09:00:00Z,7300244788,NA,NA,NA
NA,LAOAG SOLID 8 - BANTAY,NA,RNV818,NA,2020-12-12T09:00:00Z,7300245060,NA,NA,NA
NA,8110 BCFG Cavite,NA,RNV818,NA,2021-01-04T12:36:00Z,7300245060,NA,NA,NA
NA,8110 BCFG Cavite,NA,CAG4609,NA,2021-01-04T12:59:00Z,7300245115,NA,NA,NA
NA,OCAMPO'S MARKETING INC.-SAN AGUSTIN,NA,CAG4609,NA,2021-01-09T09:00:00Z,7300245115,NA,NA,NA
NA,8174 BCFG DC Pinagbuhatan,NA,WEX 171,NA,2020-10-23T00:22:00Z,7300067214,NA,NA,NA
NA,8174 BCFG DC Pinagbuhatan,NA,UGB720,NA,2020-11-26T17:34:00Z,7300151293,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-05T05:42:00Z,7300174117,NA,NA,NA
NA,8420 South Mega DC,NA,NEG4288,NA,2020-12-07T07:06:00Z,7300178441,NA,NA,NA
NA,8174 BCFG DC Pinagbuhatan,NA,WEX 171,NA,2020-12-08T19:33:00Z,7300186507,NA,NA,NA
NA,8174 BCFG DC Pinagbuhatan,NA,PJB 754,NA,2020-12-10T13:07:00Z,7300192845,NA,NA,NA
NA,8420 South Mega DC,NA,ACO 2946,NA,2020-12-13T01:24:00Z,7300200715,NA,NA,NA
NA,8110 BCFG Cavite,NA,UVU213,NA,2020-12-19T03:21:00Z,7300220997,NA,NA,NA
NA,8420 South Mega DC,NA,CAG1872,NA,2020-12-19T07:18:00Z,7300221450,NA,NA,NA
NA,8110 BCFG Cavite,NA,CAE6634,NA,2020-12-21T01:10:00Z,7300224914,NA,NA,NA
NA,8070 BCFG Calamba,NA,AMA1658,NA,2020-12-21T02:00:00Z,7300225661,NA,NA,NA
NA,8070 BCFG Calamba,NA,CAY8185,NA,2020-12-21T02:00:00Z,7300225662,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-22T05:25:00Z,7300225950,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ6103,NA,2020-12-23T07:51:00Z,7300226448,NA,NA,NA
NA,STRATEGIC DISTRIBUTORS INC.,NA,UVX726,NA,2020-12-19T09:00:00Z,7300226603,NA,NA,NA
NA,8070 BCFG Calamba,NA,RNG494,NA,2020-12-22T02:00:00Z,7300228234,NA,NA,NA
NA,8070 BCFG Calamba,NA,ABJ9995,NA,2020-12-22T02:00:00Z,7300228236,NA,NA,NA
NA,8070 BCFG Calamba,NA,CAU2678,NA,2020-12-22T02:00:00Z,7300228282,NA,NA,NA
NA,8050 BCFG Pampanga,NA,TXU 149,NA,2020-12-22T00:51:00Z,7300228314,NA,NA,NA
NA,8050 BCFG Pampanga,NA,AAT 4827,NA,2020-12-22T00:58:00Z,7300228333,NA,NA,NA
NA,8070 BCFG Calamba,NA,CCO8153,NA,2020-12-22T02:00:00Z,7300228473,NA,NA,NA
NA,TRU-SERV MARKETING CORP.,NA,MDP0979,NA,2020-12-19T09:00:00Z,7300229009,NA,NA,NA
NA,TASK FORCE MARKETING INC.,NA,CAE8659,NA,2020-12-21T09:00:00Z,7300229023,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 2181,NA,2020-12-22T07:30:00Z,7300229683,NA,NA,NA
NA,SANFORD MARKETING - BACOOR,NA,NDM8923,NA,2020-12-26T09:00:00Z,7300230090,NA,NA,NA
NA,SANFORD MARKETING - LUCENA DEPOT,NA,CAY9022,NA,2020-12-26T09:00:00Z,7300230098,NA,NA,NA
NA,8080 BCFG Canlubang,NA,RLH298,NA,2020-12-22T15:00:00Z,7300230356,NA,NA,NA
NA,8420 South Mega DC,NA,NEG4288,NA,2020-12-24T00:06:00Z,7300231131,NA,NA,NA
NA,ATHENA PRIME MARKETING,NA,AMA2578,NA,2020-12-21T09:00:00Z,7300231134,NA,NA,NA
NA,8420 South Mega DC,NA,B7R463,NA,2020-12-24T00:22:00Z,7300231179,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ6090,NA,2020-12-24T00:33:00Z,7300231307,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ4458,NA,2020-12-24T00:35:00Z,7300231335,NA,NA,NA
NA,8420 South Mega DC,NA,CAT4474,NA,2020-12-24T00:38:00Z,7300231344,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ1276,NA,2020-12-24T00:41:00Z,7300231351,NA,NA,NA
NA,8420 South Mega DC,NA,CAZ1480,NA,2020-12-24T00:47:00Z,7300231371,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-24T00:57:00Z,7300231417,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-24T01:00:00Z,7300231421,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ1538,NA,2020-12-26T01:24:00Z,7300231450,NA,NA,NA
NA,8420 South Mega DC,NA,CBJ1538,NA,2020-12-26T01:26:00Z,7300231451,NA,NA,NA
NA,8420 South Mega DC,NA,CAY8660,NA,2020-12-26T01:30:00Z,7300231452,NA,NA,NA
NA,8420 South Mega DC,NA,BDG 5251,NA,2020-12-26T02:51:00Z,7300231987,NA,NA,NA
NA,8420 South Mega DC,NA,B7R463,NA,2020-12-26T02:57:00Z,7300231994,NA,NA,NA
NA,WALTERMART SUPERMARKET - CABUYAO,NA,NBJ 9923,NA,2020-12-22T09:00:00Z,7300232057,NA,NA,NA
NA,WALTERMART SUPERMARKET - CARMONA,NA,ABL 1603,NA,2020-12-22T09:00:00Z,7300232060,NA,NA,NA
NA,WALTERMART SUPERMARKET - GENERAL TR,NA,MPK 3422,NA,2020-12-22T09:00:00Z,7300232063,NA,NA,NA
NA,8420 South Mega DC,NA,BDG 4702,NA,2020-12-26T04:38:00Z,7300232064,NA,NA,NA
NA,8420 South Mega DC,NA,BDG 4702,NA,2020-12-26T04:40:00Z,7300232065,NA,NA,NA
NA,8420 South Mega DC,NA,BDG 8369,NA,2020-12-26T04:45:00Z,7300232067,NA,NA,NA
NA,WALTERMART SUPERMARKET - STA. ROSA,NA,BDG 8369,NA,2020-12-22T09:00:00Z,7300232069,NA,NA,NA
NA,WALTERMART SUPERMARKET - TAGAYTAY,NA,NCK 5048,NA,2020-12-22T09:00:00Z,7300232141,NA,NA,NA
NA,WALTERMART SUPERMARKET-TRECE  MARTI,NA,PQO 981,NA,2020-12-22T09:00:00Z,7300232369,NA,NA,NA
NA,8420 South Mega DC,NA,CXS 587,NA,2020-12-26T05:22:00Z,7300232517,NA,NA,NA
NA,8420 South Mega DC,NA,ABK 3110,NA,2020-12-26T05:25:00Z,7300232519,NA,NA,NA
NA,8420 South Mega DC,NA,ABK 3113,NA,2020-12-26T06:02:00Z,7300232617,NA,NA,NA
NA,8420 South Mega DC,NA,NFU1892,NA,2020-12-26T06:08:00Z,7300232621,NA,NA,NA
NA,8420 South Mega DC,NA,NFU1892,NA,2020-12-26T06:09:00Z,7300232622,NA,NA,NA
NA,8420 South Mega DC,NA,CXS 569,NA,2020-12-26T06:16:00Z,7300232635,NA,NA,NA
NA,PUREGOLD PRICE CLUB - CROSSTOWN,NA,ABK 3112,NA,2020-12-22T09:00:00Z,7300232652,NA,NA,NA
NA,8420 South Mega DC,NA,CAR 1618,NA,2020-12-26T06:55:00Z,7300232662,NA,NA,NA
NA,8420 South Mega DC,NA,NFU5527,NA,2020-12-26T07:29:00Z,7300232786,NA,NA,NA
NA,8420 South Mega DC,NA,NFU5527,NA,2020-12-26T07:31:00Z,7300232787,NA,NA,NA
NA,8420 South Mega DC,NA,DAZ8079,NA,2020-12-26T07:42:00Z,7300232789,NA,NA,NA
NA,8420 South Mega DC,NA,DAZ8079,NA,2020-12-26T07:45:00Z,7300232793,NA,NA,NA
NA,8420 South Mega DC,NA,NEG4288,NA,2020-12-27T08:37:00Z,7300232966,NA,NA,NA
NA,8420 South Mega DC,NA,MV904010,NA,2020-12-27T08:39:00Z,7300232970,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-27T08:41:00Z,7300232974,NA,NA,NA
NA,8420 South Mega DC,NA,ACL2001,NA,2020-12-27T08:51:00Z,7300232983,NA,NA,NA
NA,8420 South Mega DC,NA,RJH523,NA,2020-12-27T08:52:00Z,7300232984,NA,NA,NA
NA,8180 BCFG San Pedro 2,NA,CAY 1403,NA,2020-12-24T01:27:00Z,7300233710,NA,NA,NA
NA,PUREGOLD PRICE CLUB - BINAN(SUNSHIN,NA,ABK 3115,NA,2020-12-28T09:00:00Z,7300234031,NA,NA,NA
NA,PUREGOLD PRICE CLUB - CABUYAO,NA,AWA4353,NA,2020-12-28T09:00:00Z,7300234032,NA,NA,NA
NA,PUREGOLD PRICE CLUB - CALICANTO,NA,DAZ8075,NA,2020-12-28T09:00:00Z,7300234033,NA,NA,NA
NA,PUREGOLD PRICE CLUB - CALICANTO,NA,NDP8680,NA,2020-12-23T09:00:00Z,7300234034,NA,NA,NA
NA,PUREGOLD PRICE CLUB - CANDELARIA,NA,JOA505,NA,2020-12-26T09:00:00Z,7300234035,NA,NA,NA
NA,PUREGOLD PRICE CLUB - GULANG-GULANG,NA,CAY8660,NA,2020-12-28T09:00:00Z,7300234037,NA,NA,NA
NA,PUREGOLD PRICE CLUB - GULANG-GULANG,NA,CAY9022,NA,2020-12-26T09:00:00Z,7300234038,NA,NA,NA
NA,PUREGOLD PRICE CLUB - MOLINO TOWN C,NA,CAT4474,NA,2020-12-22T09:00:00Z,7300234046,NA,NA,NA
NA,PUREGOLD PRICE CLUB - TIAONG,NA,BDG 8369,NA,2020-12-26T09:00:00Z,7300234053,NA,NA,NA
NA,8420 South Mega DC,NA,CAY8660,NA,2020-12-28T04:24:00Z,7300234957,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-28T04:53:00Z,7300235026,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-28T05:04:00Z,7300235034,NA,NA,NA
NA,8420 South Mega DC,NA,ACL2001,NA,2020-12-28T05:30:00Z,7300235071,NA,NA,NA
NA,8420 South Mega DC,NA,CAT4474,NA,2020-12-28T06:06:00Z,7300235214,NA,NA,NA
NA,8420 South Mega DC,NA,NDM8923,NA,2020-12-28T06:09:00Z,7300235257,NA,NA,NA
NA,8420 South Mega DC,NA,NAN3675,NA,2020-12-28T06:16:00Z,7300235286,NA,NA,NA
NA,8420 South Mega DC,NA,CXS 560,NA,2020-12-28T06:26:00Z,7300235306,NA,NA,NA
NA,8420 South Mega DC,NA,CXS 599,NA,2020-12-28T06:33:00Z,7300235405,NA,NA,NA
NA,8420 South Mega DC,NA,NEG4288,NA,2020-12-28T06:37:00Z,7300235407,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-28T06:40:00Z,7300235408,NA,NA,NA
NA,8420 South Mega DC,NA,CAE 5627,NA,2020-12-28T06:42:00Z,7300235410,NA,NA,NA
NA,8420 South Mega DC,NA,CAZ1480,NA,2020-12-28T06:47:00Z,7300235414,NA,NA,NA
NA,8420 South Mega DC,NA,CAY8660,NA,2020-12-28T06:50:00Z,7300235420,NA,NA,NA
NA,PUREGOLD PRICE CLUB - SAN PEDRO,NA,CO4131,NA,2020-12-22T09:00:00Z,7300235425,NA,NA,NA
NA,PUREGOLD PRICE CLUB - STA. ROSA II,NA,AVA5103,NA,2020-12-22T09:00:00Z,7300235448,NA,NA,NA
NA,PUREGOLD PRICE CLUB - STA. ROSA II,NA,AWA4353,NA,2020-12-22T09:00:00Z,7300235449,NA,NA,NA
NA,PUREGOLD PRICE CLUB-ALAMINOS LAGUNA,NA,CAY9022,NA,2020-12-22T09:00:00Z,7300235457,NA,NA,NA
